"Gene","Neratinib","Vorinostat","Bortezomib","Number.of.drugs"
"GTF3C4",TRUE,FALSE,FALSE,1
"GTF3C5",TRUE,FALSE,FALSE,1
"GTF3C6",TRUE,FALSE,FALSE,1
"GTPBP1",TRUE,FALSE,FALSE,1
"GTPBP10",TRUE,FALSE,FALSE,1
"GTPBP4",TRUE,FALSE,FALSE,1
"GTPBP6",TRUE,FALSE,FALSE,1
"GUCD1",TRUE,FALSE,FALSE,1
"GUF1",TRUE,FALSE,FALSE,1
"GULP1",TRUE,FALSE,FALSE,1
"H1F0",TRUE,FALSE,FALSE,1
"H1FX",TRUE,FALSE,FALSE,1
"H2AFJ",TRUE,FALSE,FALSE,1
"H2AFV",TRUE,FALSE,FALSE,1
"H2AFY",TRUE,FALSE,FALSE,1
"H2BFS",TRUE,FALSE,FALSE,1
"HACD2",TRUE,FALSE,FALSE,1
"HACD3",TRUE,FALSE,FALSE,1
"HACL1",TRUE,FALSE,FALSE,1
"HADHA",TRUE,FALSE,FALSE,1
"HADHB",TRUE,FALSE,FALSE,1
"HARBI1",TRUE,FALSE,FALSE,1
"HARS",TRUE,FALSE,FALSE,1
"HAT1",TRUE,FALSE,FALSE,1
"HAUS2",TRUE,FALSE,FALSE,1
"HAUS7",TRUE,FALSE,FALSE,1
"HAUS8",TRUE,FALSE,FALSE,1
"HAX1",TRUE,FALSE,FALSE,1
"HBP1",TRUE,FALSE,FALSE,1
"HBS1L",TRUE,FALSE,FALSE,1
"HCCS",TRUE,FALSE,FALSE,1
"HDAC1",TRUE,FALSE,FALSE,1
"HDAC2",TRUE,FALSE,FALSE,1
"HDAC3",TRUE,FALSE,FALSE,1
"HDAC9",TRUE,FALSE,FALSE,1
"HDDC2",TRUE,FALSE,FALSE,1
"HDDC3",TRUE,FALSE,FALSE,1
"HDGF",TRUE,FALSE,FALSE,1
"HDHD3",TRUE,FALSE,FALSE,1
"HEBP1",TRUE,FALSE,FALSE,1
"HEBP2",TRUE,FALSE,FALSE,1
"HECTD1",TRUE,FALSE,FALSE,1
"HEMK1",TRUE,FALSE,FALSE,1
"HERC4",TRUE,FALSE,FALSE,1
"HERPUD1",TRUE,FALSE,FALSE,1
"HES1",TRUE,FALSE,FALSE,1
"HES2",TRUE,FALSE,FALSE,1
"HES6",TRUE,FALSE,FALSE,1
"HES7",TRUE,FALSE,FALSE,1
"HEXA",TRUE,FALSE,FALSE,1
"HEXB",TRUE,FALSE,FALSE,1
"HEXIM1",TRUE,FALSE,FALSE,1
"HGH1",TRUE,FALSE,FALSE,1
"HGS",TRUE,FALSE,FALSE,1
"HHLA3",TRUE,FALSE,FALSE,1
"HID1",TRUE,FALSE,FALSE,1
"HIF1A-AS2",TRUE,FALSE,FALSE,1
"HIF1AN",TRUE,FALSE,FALSE,1
"HIGD1A",TRUE,FALSE,FALSE,1
"HILPDA",TRUE,FALSE,FALSE,1
"HINFP",TRUE,FALSE,FALSE,1
"HIPK2",TRUE,FALSE,FALSE,1
"HIRIP3",TRUE,FALSE,FALSE,1
"HIST1H1C",TRUE,FALSE,FALSE,1
"HIST1H2AC",TRUE,FALSE,FALSE,1
"HIST1H2AE",TRUE,FALSE,FALSE,1
"HIST1H2BD",TRUE,FALSE,FALSE,1
"HIST1H2BE",TRUE,FALSE,FALSE,1
"HIST1H2BG",TRUE,FALSE,FALSE,1
"HIST1H2BH",TRUE,FALSE,FALSE,1
"HIST1H2BJ",TRUE,FALSE,FALSE,1
"HIST1H2BN",TRUE,FALSE,FALSE,1
"HIST1H3E",TRUE,FALSE,FALSE,1
"HIST1H4E",TRUE,FALSE,FALSE,1
"HIST1H4H",TRUE,FALSE,FALSE,1
"HIST2H2BE",TRUE,FALSE,FALSE,1
"HIVEP2",TRUE,FALSE,FALSE,1
"HK1",TRUE,FALSE,FALSE,1
"HK2",TRUE,FALSE,FALSE,1
"HKR1",TRUE,FALSE,FALSE,1
"HM13",TRUE,FALSE,FALSE,1
"HMBOX1",TRUE,FALSE,FALSE,1
"HMBS",TRUE,FALSE,FALSE,1
"HMGA1",TRUE,FALSE,FALSE,1
"HMGA2",TRUE,FALSE,FALSE,1
"HMGB1",TRUE,FALSE,FALSE,1
"HMGB2",TRUE,FALSE,FALSE,1
"HMGB3",TRUE,FALSE,FALSE,1
"HMGCL",TRUE,FALSE,FALSE,1
"HMGCS1",TRUE,FALSE,FALSE,1
"HMGN1",TRUE,FALSE,FALSE,1
"HMGXB3",TRUE,FALSE,FALSE,1
"HMGXB4",TRUE,FALSE,FALSE,1
"HMOX1",TRUE,FALSE,FALSE,1
"HMOX2",TRUE,FALSE,FALSE,1
"HN1L",TRUE,FALSE,FALSE,1
"HNRNPA0",TRUE,FALSE,FALSE,1
"HNRNPA1",TRUE,FALSE,FALSE,1
"HNRNPA1L2",TRUE,FALSE,FALSE,1
"HNRNPA2B1",TRUE,FALSE,FALSE,1
"HNRNPA3",TRUE,FALSE,FALSE,1
"HNRNPAB",TRUE,FALSE,FALSE,1
"HNRNPC",TRUE,FALSE,FALSE,1
"HNRNPD",TRUE,FALSE,FALSE,1
"HNRNPDL",TRUE,FALSE,FALSE,1
"HNRNPF",TRUE,FALSE,FALSE,1
"HNRNPH1",TRUE,FALSE,FALSE,1
"HNRNPH2",TRUE,FALSE,FALSE,1
"HNRNPH3",TRUE,FALSE,FALSE,1
"HNRNPK",TRUE,FALSE,FALSE,1
"HNRNPM",TRUE,FALSE,FALSE,1
"HNRNPR",TRUE,FALSE,FALSE,1
"HNRNPU",TRUE,FALSE,FALSE,1
"HNRNPUL2",TRUE,FALSE,FALSE,1
"HOMER2",TRUE,FALSE,FALSE,1
"HOMER3",TRUE,FALSE,FALSE,1
"HOOK1",TRUE,FALSE,FALSE,1
"HOOK2",TRUE,FALSE,FALSE,1
"HOTAIRM1",TRUE,FALSE,FALSE,1
"HOXA-AS2",TRUE,FALSE,FALSE,1
"HOXA10",TRUE,FALSE,FALSE,1
"HOXA10-AS",TRUE,FALSE,FALSE,1
"HOXA4",TRUE,FALSE,FALSE,1
"HOXA5",TRUE,FALSE,FALSE,1
"HOXA9",TRUE,FALSE,FALSE,1
"HOXC6",TRUE,FALSE,FALSE,1
"HOXC8",TRUE,FALSE,FALSE,1
"HOXC9",TRUE,FALSE,FALSE,1
"HP1BP3",TRUE,FALSE,FALSE,1
"HPS4",TRUE,FALSE,FALSE,1
"HRAS",TRUE,FALSE,FALSE,1
"HRASLS",TRUE,FALSE,FALSE,1
"HRH1",TRUE,FALSE,FALSE,1
"HS1BP3",TRUE,FALSE,FALSE,1
"HS3ST2",TRUE,FALSE,FALSE,1
"HSBP1",TRUE,FALSE,FALSE,1
"HSBP1L1",TRUE,FALSE,FALSE,1
"HSCB",TRUE,FALSE,FALSE,1
"HSD17B1",TRUE,FALSE,FALSE,1
"HSD17B10",TRUE,FALSE,FALSE,1
"HSD17B12",TRUE,FALSE,FALSE,1
"HSD17B4",TRUE,FALSE,FALSE,1
"HSDL1",TRUE,FALSE,FALSE,1
"HSF1",TRUE,FALSE,FALSE,1
"HSF2",TRUE,FALSE,FALSE,1
"HSP90B1",TRUE,FALSE,FALSE,1
"HSPA13",TRUE,FALSE,FALSE,1
"HSPA14",TRUE,FALSE,FALSE,1
"HSPA4L",TRUE,FALSE,FALSE,1
"HSPA5",TRUE,FALSE,FALSE,1
"HSPA9",TRUE,FALSE,FALSE,1
"HSPB8",TRUE,FALSE,FALSE,1
"HSPBP1",TRUE,FALSE,FALSE,1
"HTATIP2",TRUE,FALSE,FALSE,1
"HTATSF1",TRUE,FALSE,FALSE,1
"HTRA2",TRUE,FALSE,FALSE,1
"HUS1",TRUE,FALSE,FALSE,1
"HUS1B",TRUE,FALSE,FALSE,1
"HYLS1",TRUE,FALSE,FALSE,1
"HYOU1",TRUE,FALSE,FALSE,1
"HYPK",TRUE,FALSE,FALSE,1
"IARS",TRUE,FALSE,FALSE,1
"IARS2",TRUE,FALSE,FALSE,1
"IBA57",TRUE,FALSE,FALSE,1
"IBTK",TRUE,FALSE,FALSE,1
"ICA1",TRUE,FALSE,FALSE,1
"ICE1",TRUE,FALSE,FALSE,1
"ICMT",TRUE,FALSE,FALSE,1
"ICT1",TRUE,FALSE,FALSE,1
"ID4",TRUE,FALSE,FALSE,1
"IDH3A",TRUE,FALSE,FALSE,1
"IDH3B",TRUE,FALSE,FALSE,1
"IDI2-AS1",TRUE,FALSE,FALSE,1
"IER3",TRUE,FALSE,FALSE,1
"IER3IP1",TRUE,FALSE,FALSE,1
"IER5",TRUE,FALSE,FALSE,1
"IFNAR1",TRUE,FALSE,FALSE,1
"IFRD1",TRUE,FALSE,FALSE,1
"IFRD2",TRUE,FALSE,FALSE,1
"IFT172",TRUE,FALSE,FALSE,1
"IFT20",TRUE,FALSE,FALSE,1
"IFT22",TRUE,FALSE,FALSE,1
"IFT46",TRUE,FALSE,FALSE,1
"IFT57",TRUE,FALSE,FALSE,1
"IFT74",TRUE,FALSE,FALSE,1
"IGBP1",TRUE,FALSE,FALSE,1
"IGF1R",TRUE,FALSE,FALSE,1
"IGF2BP2",TRUE,FALSE,FALSE,1
"IGFBP3",TRUE,FALSE,FALSE,1
"IK",TRUE,FALSE,FALSE,1
"IKBKG",TRUE,FALSE,FALSE,1
"IKZF5",TRUE,FALSE,FALSE,1
"IL10RB",TRUE,FALSE,FALSE,1
"IL13RA1",TRUE,FALSE,FALSE,1
"IL17RC",TRUE,FALSE,FALSE,1
"IL17RE",TRUE,FALSE,FALSE,1
"IL1RL1",TRUE,FALSE,FALSE,1
"IL1RL2",TRUE,FALSE,FALSE,1
"IL20RB",TRUE,FALSE,FALSE,1
"IL24",TRUE,FALSE,FALSE,1
"IL6R",TRUE,FALSE,FALSE,1
"ILF2",TRUE,FALSE,FALSE,1
"ILF3",TRUE,FALSE,FALSE,1
"ILKAP",TRUE,FALSE,FALSE,1
"IMMP1L",TRUE,FALSE,FALSE,1
"IMMT",TRUE,FALSE,FALSE,1
"IMP3",TRUE,FALSE,FALSE,1
"IMP4",TRUE,FALSE,FALSE,1
"IMPA2",TRUE,FALSE,FALSE,1
"IMPACT",TRUE,FALSE,FALSE,1
"IMPAD1",TRUE,FALSE,FALSE,1
"IMPDH1",TRUE,FALSE,FALSE,1
"IMPDH2",TRUE,FALSE,FALSE,1
"INADL",TRUE,FALSE,FALSE,1
"ING1",TRUE,FALSE,FALSE,1
"ING2",TRUE,FALSE,FALSE,1
"ING4",TRUE,FALSE,FALSE,1
"INHBB",TRUE,FALSE,FALSE,1
"INIP",TRUE,FALSE,FALSE,1
"INO80",TRUE,FALSE,FALSE,1
"INO80C",TRUE,FALSE,FALSE,1
"INPP1",TRUE,FALSE,FALSE,1
"INSIG2",TRUE,FALSE,FALSE,1
"INSR",TRUE,FALSE,FALSE,1
"INTS10",TRUE,FALSE,FALSE,1
"INTS12",TRUE,FALSE,FALSE,1
"INTS5",TRUE,FALSE,FALSE,1
"INTU",TRUE,FALSE,FALSE,1
"IP6K2",TRUE,FALSE,FALSE,1
"IPO4",TRUE,FALSE,FALSE,1
"IPO5",TRUE,FALSE,FALSE,1
"IPO7",TRUE,FALSE,FALSE,1
"IPO9",TRUE,FALSE,FALSE,1
"IPPK",TRUE,FALSE,FALSE,1
"IQCB1",TRUE,FALSE,FALSE,1
"IQCG",TRUE,FALSE,FALSE,1
"IQCH",TRUE,FALSE,FALSE,1
"IQGAP1",TRUE,FALSE,FALSE,1
"IRAK1",TRUE,FALSE,FALSE,1
"IRAK2",TRUE,FALSE,FALSE,1
"IREB2",TRUE,FALSE,FALSE,1
"IRF2BP1",TRUE,FALSE,FALSE,1
"IRF2BP2",TRUE,FALSE,FALSE,1
"IRF6",TRUE,FALSE,FALSE,1
"IRS1",TRUE,FALSE,FALSE,1
"IRS2",TRUE,FALSE,FALSE,1
"IRX1",TRUE,FALSE,FALSE,1
"IRX2",TRUE,FALSE,FALSE,1
"IRX3",TRUE,FALSE,FALSE,1
"IRX4",TRUE,FALSE,FALSE,1
"IRX5",TRUE,FALSE,FALSE,1
"ISCA1",TRUE,FALSE,FALSE,1
"ISCA2",TRUE,FALSE,FALSE,1
"ISG20",TRUE,FALSE,FALSE,1
"IST1",TRUE,FALSE,FALSE,1
"ISY1",TRUE,FALSE,FALSE,1
"ITCH",TRUE,FALSE,FALSE,1
"ITGA2",TRUE,FALSE,FALSE,1
"ITGA3",TRUE,FALSE,FALSE,1
"ITGA5",TRUE,FALSE,FALSE,1
"ITGB5",TRUE,FALSE,FALSE,1
"ITGB6",TRUE,FALSE,FALSE,1
"ITGB8",TRUE,FALSE,FALSE,1
"ITPA",TRUE,FALSE,FALSE,1
"ITPKC",TRUE,FALSE,FALSE,1
"ITPRIPL2",TRUE,FALSE,FALSE,1
"ITSN1",TRUE,FALSE,FALSE,1
"IWS1",TRUE,FALSE,FALSE,1
"JADE3",TRUE,FALSE,FALSE,1
"JAGN1",TRUE,FALSE,FALSE,1
"JHDM1D-AS1",TRUE,FALSE,FALSE,1
"JKAMP",TRUE,FALSE,FALSE,1
"JMJD1C",TRUE,FALSE,FALSE,1
"JMJD4",TRUE,FALSE,FALSE,1
"JMJD6",TRUE,FALSE,FALSE,1
"JMJD8",TRUE,FALSE,FALSE,1
"JRK",TRUE,FALSE,FALSE,1
"JRKL",TRUE,FALSE,FALSE,1
"JUP",TRUE,FALSE,FALSE,1
"KANK1",TRUE,FALSE,FALSE,1
"KANSL2",TRUE,FALSE,FALSE,1
"KARS",TRUE,FALSE,FALSE,1
"KAT5",TRUE,FALSE,FALSE,1
"KAT8",TRUE,FALSE,FALSE,1
"KATNA1",TRUE,FALSE,FALSE,1
"KATNBL1",TRUE,FALSE,FALSE,1
"KCMF1",TRUE,FALSE,FALSE,1
"KCNJ14",TRUE,FALSE,FALSE,1
"KCNK1",TRUE,FALSE,FALSE,1
"KCNK6",TRUE,FALSE,FALSE,1
"KCNMA1",TRUE,FALSE,FALSE,1
"KCNQ1OT1",TRUE,FALSE,FALSE,1
"KCNS3",TRUE,FALSE,FALSE,1
"KCTD1",TRUE,FALSE,FALSE,1
"KCTD10",TRUE,FALSE,FALSE,1
"KCTD11",TRUE,FALSE,FALSE,1
"KCTD14",TRUE,FALSE,FALSE,1
"KCTD2",TRUE,FALSE,FALSE,1
"KCTD3",TRUE,FALSE,FALSE,1
"KCTD5",TRUE,FALSE,FALSE,1
"KCTD6",TRUE,FALSE,FALSE,1
"KCTD9",TRUE,FALSE,FALSE,1
"KDF1",TRUE,FALSE,FALSE,1
"KDM1A",TRUE,FALSE,FALSE,1
"KDM4B",TRUE,FALSE,FALSE,1
"KDM5A",TRUE,FALSE,FALSE,1
"KDM5B",TRUE,FALSE,FALSE,1
"KDM5C",TRUE,FALSE,FALSE,1
"KDSR",TRUE,FALSE,FALSE,1
"KEAP1",TRUE,FALSE,FALSE,1
"KHDRBS1",TRUE,FALSE,FALSE,1
"KHDRBS3",TRUE,FALSE,FALSE,1
"KHNYN",TRUE,FALSE,FALSE,1
"KHSRP",TRUE,FALSE,FALSE,1
"KIAA0040",TRUE,FALSE,FALSE,1
"KIAA0355",TRUE,FALSE,FALSE,1
"KIAA0895",TRUE,FALSE,FALSE,1
"KIAA0907",TRUE,FALSE,FALSE,1
"KIAA1143",TRUE,FALSE,FALSE,1
"KIAA1217",TRUE,FALSE,FALSE,1
"KIAA1429",TRUE,FALSE,FALSE,1
"KIAA1522",TRUE,FALSE,FALSE,1
"KIAA2013",TRUE,FALSE,FALSE,1
"KIAA2026",TRUE,FALSE,FALSE,1
"KIF13A",TRUE,FALSE,FALSE,1
"KIF16B",TRUE,FALSE,FALSE,1
"KIF1A",TRUE,FALSE,FALSE,1
"KIF1B",TRUE,FALSE,FALSE,1
"KIF1BP",TRUE,FALSE,FALSE,1
"KIF1C",TRUE,FALSE,FALSE,1
"KIF21A",TRUE,FALSE,FALSE,1
"KIF5B",TRUE,FALSE,FALSE,1
"KIF9",TRUE,FALSE,FALSE,1
"KIFC3",TRUE,FALSE,FALSE,1
"KIN",TRUE,FALSE,FALSE,1
"KISS1",TRUE,FALSE,FALSE,1
"KLC1",TRUE,FALSE,FALSE,1
"KLC2",TRUE,FALSE,FALSE,1
"KLC3",TRUE,FALSE,FALSE,1
"KLF10",TRUE,FALSE,FALSE,1
"KLF3",TRUE,FALSE,FALSE,1
"KLF4",TRUE,FALSE,FALSE,1
"KLF5",TRUE,FALSE,FALSE,1
"KLF7",TRUE,FALSE,FALSE,1
"KLHDC10",TRUE,FALSE,FALSE,1
"KLHDC2",TRUE,FALSE,FALSE,1
"KLHDC3",TRUE,FALSE,FALSE,1
"KLHL17",TRUE,FALSE,FALSE,1
"KLHL18",TRUE,FALSE,FALSE,1
"KLHL21",TRUE,FALSE,FALSE,1
"KLHL31",TRUE,FALSE,FALSE,1
"KLK10",TRUE,FALSE,FALSE,1
"KLK5",TRUE,FALSE,FALSE,1
"KLK6",TRUE,FALSE,FALSE,1
"KLK7",TRUE,FALSE,FALSE,1
"KLK8",TRUE,FALSE,FALSE,1
"KMO",TRUE,FALSE,FALSE,1
"KMT2A",TRUE,FALSE,FALSE,1
"KMT2E-AS1",TRUE,FALSE,FALSE,1
"KMT5A",TRUE,FALSE,FALSE,1
"KMT5B",TRUE,FALSE,FALSE,1
"KNOP1",TRUE,FALSE,FALSE,1
"KNSTRN",TRUE,FALSE,FALSE,1
"KPNA1",TRUE,FALSE,FALSE,1
"KPNA2",TRUE,FALSE,FALSE,1
"KPNA3",TRUE,FALSE,FALSE,1
"KPNA4",TRUE,FALSE,FALSE,1
"KPNA6",TRUE,FALSE,FALSE,1
"KPNA7",TRUE,FALSE,FALSE,1
"KPNB1",TRUE,FALSE,FALSE,1
"KRBOX1",TRUE,FALSE,FALSE,1
"KRIT1",TRUE,FALSE,FALSE,1
"KRR1",TRUE,FALSE,FALSE,1
"KRT10",TRUE,FALSE,FALSE,1
"KRT14",TRUE,FALSE,FALSE,1
"KRT15",TRUE,FALSE,FALSE,1
"KRT16",TRUE,FALSE,FALSE,1
"KRT17",TRUE,FALSE,FALSE,1
"KRT18",TRUE,FALSE,FALSE,1
"KRT19",TRUE,FALSE,FALSE,1
"KRT23",TRUE,FALSE,FALSE,1
"KRT5",TRUE,FALSE,FALSE,1
"KRT6A",TRUE,FALSE,FALSE,1
"KRT6B",TRUE,FALSE,FALSE,1
"KRT7",TRUE,FALSE,FALSE,1
"KRT8",TRUE,FALSE,FALSE,1
"KRT80",TRUE,FALSE,FALSE,1
"KRT81",TRUE,FALSE,FALSE,1
"KRTAP2-3",TRUE,FALSE,FALSE,1
"KRTCAP3",TRUE,FALSE,FALSE,1
"KRTDAP",TRUE,FALSE,FALSE,1
"KTI12",TRUE,FALSE,FALSE,1
"KTN1",TRUE,FALSE,FALSE,1
"KYNU",TRUE,FALSE,FALSE,1
"L3HYPDH",TRUE,FALSE,FALSE,1
"L3MBTL2",TRUE,FALSE,FALSE,1
"LA16c-431H6.6",TRUE,FALSE,FALSE,1
"LACTB",TRUE,FALSE,FALSE,1
"LACTB2",TRUE,FALSE,FALSE,1
"LAD1",TRUE,FALSE,FALSE,1
"LAMA2",TRUE,FALSE,FALSE,1
"LAMB3",TRUE,FALSE,FALSE,1
"LAMC1",TRUE,FALSE,FALSE,1
"LAMC2",TRUE,FALSE,FALSE,1
"LAMP1",TRUE,FALSE,FALSE,1
"LAMP2",TRUE,FALSE,FALSE,1
"LAMTOR2",TRUE,FALSE,FALSE,1
"LAMTOR3",TRUE,FALSE,FALSE,1
"LAMTOR5",TRUE,FALSE,FALSE,1
"LAPTM4B",TRUE,FALSE,FALSE,1
"LARP1",TRUE,FALSE,FALSE,1
"LARP1B",TRUE,FALSE,FALSE,1
"LARP4",TRUE,FALSE,FALSE,1
"LARP4B",TRUE,FALSE,FALSE,1
"LARP6",TRUE,FALSE,FALSE,1
"LARP7",TRUE,FALSE,FALSE,1
"LARS",TRUE,FALSE,FALSE,1
"LAS1L",TRUE,FALSE,FALSE,1
"LATS2",TRUE,FALSE,FALSE,1
"LCMT1",TRUE,FALSE,FALSE,1
"LCN2",TRUE,FALSE,FALSE,1
"LCORL",TRUE,FALSE,FALSE,1
"LDHA",TRUE,FALSE,FALSE,1
"LDLR",TRUE,FALSE,FALSE,1
"LDLRAD3",TRUE,FALSE,FALSE,1
"LDOC1",TRUE,FALSE,FALSE,1
"LEAP2",TRUE,FALSE,FALSE,1
"LEMD1",TRUE,FALSE,FALSE,1
"LEMD2",TRUE,FALSE,FALSE,1
"LENG1",TRUE,FALSE,FALSE,1
"LENG8",TRUE,FALSE,FALSE,1
"LEO1",TRUE,FALSE,FALSE,1
"LEPROT",TRUE,FALSE,FALSE,1
"LETM1",TRUE,FALSE,FALSE,1
"LGALS8",TRUE,FALSE,FALSE,1
"LGALSL",TRUE,FALSE,FALSE,1
"LGMN",TRUE,FALSE,FALSE,1
"LGR4",TRUE,FALSE,FALSE,1
"LHFPL2",TRUE,FALSE,FALSE,1
"LHFPL4",TRUE,FALSE,FALSE,1
"LHX4",TRUE,FALSE,FALSE,1
"LIAS",TRUE,FALSE,FALSE,1
"LIF",TRUE,FALSE,FALSE,1
"LIG4",TRUE,FALSE,FALSE,1
"LIMA1",TRUE,FALSE,FALSE,1
"LIMCH1",TRUE,FALSE,FALSE,1
"LIN7C",TRUE,FALSE,FALSE,1
"LINC00115",TRUE,FALSE,FALSE,1
"LINC00116",TRUE,FALSE,FALSE,1
"LINC00240",TRUE,FALSE,FALSE,1
"LINC00431",TRUE,FALSE,FALSE,1
"LINC00467",TRUE,FALSE,FALSE,1
"LINC00475",TRUE,FALSE,FALSE,1
"LINC00493",TRUE,FALSE,FALSE,1
"LINC00511",TRUE,FALSE,FALSE,1
"LINC00657",TRUE,FALSE,FALSE,1
"LINC00662",TRUE,FALSE,FALSE,1
"LINC00665",TRUE,FALSE,FALSE,1
"LINC00685",TRUE,FALSE,FALSE,1
"LINC00691",TRUE,FALSE,FALSE,1
"LINC00702",TRUE,FALSE,FALSE,1
"LINC00909",TRUE,FALSE,FALSE,1
"LINC00958",TRUE,FALSE,FALSE,1
"LINC00969",TRUE,FALSE,FALSE,1
"LINC00998",TRUE,FALSE,FALSE,1
"LINC01001",TRUE,FALSE,FALSE,1
"LINC01004",TRUE,FALSE,FALSE,1
"LINC01023",TRUE,FALSE,FALSE,1
"LINC01089",TRUE,FALSE,FALSE,1
"LINC01106",TRUE,FALSE,FALSE,1
"LINC01191",TRUE,FALSE,FALSE,1
"LINC01204",TRUE,FALSE,FALSE,1
"LINC01265",TRUE,FALSE,FALSE,1
"LINC01311",TRUE,FALSE,FALSE,1
"LINC01315",TRUE,FALSE,FALSE,1
"LINC01355",TRUE,FALSE,FALSE,1
"LINC01560",TRUE,FALSE,FALSE,1
"LINC01564",TRUE,FALSE,FALSE,1
"LINC01589",TRUE,FALSE,FALSE,1
"LINC01615",TRUE,FALSE,FALSE,1
"LIPE",TRUE,FALSE,FALSE,1
"LIPH",TRUE,FALSE,FALSE,1
"LIPT1",TRUE,FALSE,FALSE,1
"LLGL2",TRUE,FALSE,FALSE,1
"LLNLR-245B6.1",TRUE,FALSE,FALSE,1
"LLPH",TRUE,FALSE,FALSE,1
"LMAN1",TRUE,FALSE,FALSE,1
"LMAN2",TRUE,FALSE,FALSE,1
"LMAN2L",TRUE,FALSE,FALSE,1
"LMO7",TRUE,FALSE,FALSE,1
"LMTK2",TRUE,FALSE,FALSE,1
"LMTK3",TRUE,FALSE,FALSE,1
"LNP1",TRUE,FALSE,FALSE,1
"LNX1",TRUE,FALSE,FALSE,1
"LNX2",TRUE,FALSE,FALSE,1
"LONP1",TRUE,FALSE,FALSE,1
"LONRF1",TRUE,FALSE,FALSE,1
"LONRF3",TRUE,FALSE,FALSE,1
"LPCAT1",TRUE,FALSE,FALSE,1
"LPIN3",TRUE,FALSE,FALSE,1
"LRIF1",TRUE,FALSE,FALSE,1
"LRP11",TRUE,FALSE,FALSE,1
"LRP6",TRUE,FALSE,FALSE,1
"LRPAP1",TRUE,FALSE,FALSE,1
"LRR1",TRUE,FALSE,FALSE,1
"LRRC1",TRUE,FALSE,FALSE,1
"LRRC37A2",TRUE,FALSE,FALSE,1
"LRRC37B",TRUE,FALSE,FALSE,1
"LRRC40",TRUE,FALSE,FALSE,1
"LRRC41",TRUE,FALSE,FALSE,1
"LRRC42",TRUE,FALSE,FALSE,1
"LRRC47",TRUE,FALSE,FALSE,1
"LRRC57",TRUE,FALSE,FALSE,1
"LRRC59",TRUE,FALSE,FALSE,1
"LRRC75A",TRUE,FALSE,FALSE,1
"LRRC8A",TRUE,FALSE,FALSE,1
"LRRC8B",TRUE,FALSE,FALSE,1
"LRRC8E",TRUE,FALSE,FALSE,1
"LRRFIP1",TRUE,FALSE,FALSE,1
"LRRFIP2",TRUE,FALSE,FALSE,1
"LRWD1",TRUE,FALSE,FALSE,1
"LSG1",TRUE,FALSE,FALSE,1
"LSM1",TRUE,FALSE,FALSE,1
"LSM12",TRUE,FALSE,FALSE,1
"LSM14A",TRUE,FALSE,FALSE,1
"LSM14B",TRUE,FALSE,FALSE,1
"LSM3",TRUE,FALSE,FALSE,1
"LSM4",TRUE,FALSE,FALSE,1
"LSM5",TRUE,FALSE,FALSE,1
"LSM6",TRUE,FALSE,FALSE,1
"LSM7",TRUE,FALSE,FALSE,1
"LSMEM1",TRUE,FALSE,FALSE,1
"LSR",TRUE,FALSE,FALSE,1
"LSS",TRUE,FALSE,FALSE,1
"LTBP3",TRUE,FALSE,FALSE,1
"LTBR",TRUE,FALSE,FALSE,1
"LTF",TRUE,FALSE,FALSE,1
"LTN1",TRUE,FALSE,FALSE,1
"LTV1",TRUE,FALSE,FALSE,1
"LUC7L2",TRUE,FALSE,FALSE,1
"LUC7L3",TRUE,FALSE,FALSE,1
"LUCAT1",TRUE,FALSE,FALSE,1
"LURAP1L",TRUE,FALSE,FALSE,1
"LURAP1L-AS1",TRUE,FALSE,FALSE,1
"LY6K",TRUE,FALSE,FALSE,1
"LYAR",TRUE,FALSE,FALSE,1
"LYG1",TRUE,FALSE,FALSE,1
"LYN",TRUE,FALSE,FALSE,1
"LYPD3",TRUE,FALSE,FALSE,1
"LYPD6B",TRUE,FALSE,FALSE,1
"LYPLA1",TRUE,FALSE,FALSE,1
"LYRM1",TRUE,FALSE,FALSE,1
"LYRM2",TRUE,FALSE,FALSE,1
"LYRM4",TRUE,FALSE,FALSE,1
"LYSMD3",TRUE,FALSE,FALSE,1
"LZIC",TRUE,FALSE,FALSE,1
"LZTFL1",TRUE,FALSE,FALSE,1
"M6PR",TRUE,FALSE,FALSE,1
"MACC1",TRUE,FALSE,FALSE,1
"MAD2L1BP",TRUE,FALSE,FALSE,1
"MAEA",TRUE,FALSE,FALSE,1
"MAF1",TRUE,FALSE,FALSE,1
"MAFF",TRUE,FALSE,FALSE,1
"MAFG",TRUE,FALSE,FALSE,1
"MAFG-AS1",TRUE,FALSE,FALSE,1
"MAFK",TRUE,FALSE,FALSE,1
"MAGI3",TRUE,FALSE,FALSE,1
"MAGOH",TRUE,FALSE,FALSE,1
"MAGOHB",TRUE,FALSE,FALSE,1
"MAGT1",TRUE,FALSE,FALSE,1
"MAK16",TRUE,FALSE,FALSE,1
"MAL2",TRUE,FALSE,FALSE,1
"MALAT1",TRUE,FALSE,FALSE,1
"MALL",TRUE,FALSE,FALSE,1
"MALSU1",TRUE,FALSE,FALSE,1
"MANBAL",TRUE,FALSE,FALSE,1
"MANF",TRUE,FALSE,FALSE,1
"MAP1B",TRUE,FALSE,FALSE,1
"MAP1LC3B",TRUE,FALSE,FALSE,1
"MAP1S",TRUE,FALSE,FALSE,1
"MAP2",TRUE,FALSE,FALSE,1
